Fideid,Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag
12908070,Moses_Selina,GER,F,2000,,1862,,1878,
4918711,Myagmarsuren_Begz,MGL,F,1952,,1862,,,wi
4901355,Nyamtuya_Unurjargal,MGL,F,1989,,1862,1858,1851,wi
14121344,Oliinyk_Yuliya,UKR,F,1989,,1862,1903,1900,wi
2902443,Parvanova_Desislava,BUL,F,1965,,1862,,,
1036963,Schakel_Lemmy,NED,F,1992,,1862,,,
34166391,Shpakivskaya_Alina,RUS,F,2005,,1862,1687,1712,
5068487,Shweta_Gole,IND,F,1996,,1862,1966,1937,wi
34111449,Skomorokhina_Ekaterina,RUS,F,2001,,1862,1783,1774,
5028710,Velu_Gayatri,IND,F,1991,,1862,,,wi
1623125,Zechner_Andrea,AUT,F,1983,,1862,1857,1805,
16207521,Carlstedt_FelicitasOphelia,GER,F,1998,,1861,,1764,wi
34127612,Chemborisova_Elina,RUS,F,2002,,1861,1625,1601,
816787,Clappa_Ilaria,ITA,F,1987,,1861,,,wi
21807531,Czarnecka_Lidia,POL,F,2004,,1861,1898,1843,
32017553,DeDiosDorado_Ana,ESP,F,1996,,1861,1765,,
4803116,Ibraheem_DelbakIsmaelIbraheem,IRQ,F,1988,WIM,1861,1897,1906,wi
13409263,Ismayilova_Narmin,AZE,F,1993,,1861,,,
1232002,Jakab_Kincso,ROU,F,2000,,1861,1668,1680,wi
5300800,Jalloul_Maya,LBN,F,1990,WFM,1861,1876,1949,wi
1119168,Jasik_Anna,POL,F,1981,,1861,,,wi
24621676,Kaplun_Viktoria,GER,F,1987,,1861,,,wi
5088070,Kaur_Palkin,IND,F,2002,,1861,1422,1394,
1035223,Kirana_Nancy,NED,F,1994,,1861,,1852,wi
900486,Korbovljanovic_Natasa,SRB,F,1995,,1861,1865,,wi
1140124,Mierska_Agnieszka,POL,F,1991,,1861,,,wi
944874,Nedeljkovic_Jelena,SRB,F,1992,,1861,,,wi
13730096,Nurgaliyeva_Zarina,KAZ,F,2009,WCM,1861,1564,1582,
1801996,Owens_MeganR,WLS,F,1995,,1861,,1831,wi
24137979,Parakhoni_Anna,RUS,F,1993,,1861,1885,,wi
918679,Popov_Radmila,CRO,F,1945,,1861,,,wi
14204940,Salimova_Asal,UZB,F,2001,,1861,1701,1698,
22280014,SerranoLeiva_Ana,ESP,F,1999,,1861,1617,,wi
734187,Tardos_Zsofia,HUN,F,1989,,1861,,,wi
14124726,Torosjan_Asja,UKR,F,1994,,1861,,,wi
3836550,VegaPaucar_EmelyBachellet,PER,F,2006,,1861,1655,1747,
14167131,Vernigora_Alexandra,UKR,F,2001,,1861,1614,1691,
3002322,Vilarino_Leticia,URU,F,1985,,1861,,,wi
12404217,Vo_ThiBichLieu,VIE,F,1989,,1861,,,wi
4263898,Vozinaki_Anthi-Maria,GRE,F,2001,,1861,1495,1635,
1113798,Wolak_Jolanta,POL,F,1979,,1861,1759,1811,wi
13505904,Zakharova_Irina,BLR,F,1992,,1861,,,wi
5093384,AniganiKavya,IND,F,1999,,1860,,1877,wi
1711105,Astrom_Linda,SWE,F,1994,,1860,,,wi
2801227,Baronio_Gaia,ITA,F,2000,,1860,1633,,
943860,Djuric_Olgica,SRB,F,1988,,1860,,,wi
14512700,Grguric_Daria,CRO,F,1992,,1860,,1898,
1060724,Huang_Wendy,NED,F,2008,,1860,,,
1710117,Krzymowska_Adriana,SWE,F,1987,,1860,,,wi
24166162,Kuznetsova_Polina,RUS,F,1996,,1860,1916,,wi
13404202,Mammadzada_Chinara,AZE,F,1994,,1860,,,wi
13300733,Margaryan_Hasmik,ARM,F,1993,,1860,,,wi
2289296,PerezCelis_Alba,GER,F,1990,,1860,1708,,
4172434,Poberezhec_Anna,RUS,F,1996,,1860,,,wi
24653608,Raab_Helen,GER,F,1991,,1860,,,wi
3529681,RodriguezRodriguez_BrendaAmand,CUB,F,2005,,1860,,,wi
4184270,Rozhenko_Diana,RUS,F,1997,,1860,1847,,wi
14119978,Rusanova_Alexandra,UKR,F,1987,,1860,,,wi
12929395,Simon_Tessa,GER,F,2000,,1860,,,wi
941581,Slijepcevic_Ranka,BIH,F,1989,,1860,,,wi
378291,Smajzrova_Veronika,CZE,F,2001,,1860,,1576,
7102798,TriFebriyanti_Widya,INA,F,1998,,1860,,,wi
24170054,Volskaya_Vera,RUS,F,1949,,1860,1870,1890,wi
344680,Zavurkova_Monika,CZE,F,1975,,1860,1737,1799,wi
24134252,Zograf_Svetlana,RUS,F,1996,,1860,1656,1686,wi
1001736,Belle_Erika,NED,F,1956,WIM,1859,,,
2261367,BenitoCabezas_Ana,ESP,F,1985,,1859,,,wi
12400610,Dao_ThiLanAnh,VIE,F,1997,WFM,1859,1789,1798,wi
2090694,Dommalapati_Aasa,USA,F,2004,WCM,1859,1650,1653,
1177931,Grochocinska_Urszula,POL,F,1996,,1859,,,wi
656240,Hausard_Hilda,FRA,F,1983,,1859,,,wi
3518876,HernandezCarmona_Zuleidy,CUB,F,1999,,1859,,,
34517936,Kara_GulceNehir,TUR,F,2005,WCM,1859,,1469,
4188527,Karavaeva_Anastasia,RUS,F,1994,,1859,1899,1810,wi
942090,Kovacs_Marija,SRB,F,1959,,1859,,,wi
3526224,MachadoRojas_GleidisYisel,CUB,F,2003,,1859,,,
14199220,Manko_Mariya,UKR,F,2007,,1859,1820,1692,
4121929,Melnik_Galina,RUS,F,1942,WIM,1859,1938,1871,
913693,Milivojevic_Jasmina,SRB,F,1991,,1859,1893,1824,
2244101,PicazoGonzalez_Ana,ESP,F,1998,,1859,1867,1890,wi
2119730,Ramillo_VitoriaMatheus,BRA,F,1995,,1859,1849,1870,
5022886,Rupumoni_Duwara,IND,F,1980,,1859,,,wi
1105574,Smolenska_Olga,POL,F,1981,,1859,1691,,
1270843,Strate_Gerda,GER,F,1967,,1859,1883,,
1137956,Swieszek_Joanna,POL,F,1990,,1859,,,wi
769800,Szuhai_BeataBarbara,HUN,F,1999,,1859,1580,1779,
5103444,TorresRosas_RitaRosalia,MEX,F,1996,WCM,1859,,1775,
8601330,Zhu_Yaoyao,ENG,F,1984,,1859,1868,,
4613244,Zwetz_Anita,GER,F,1958,,1859,,1839,
2261464,CorderoPedrosa_Elena,ESP,F,1985,,1858,,,wi
802786,Fiorentino_Francesca,ITA,F,1994,,1858,,,wi
3517977,GarciaVigoa_Maythee,CUB,F,2000,,1858,,,wi
727776,Jachym_Dorina,HUN,F,1987,,1858,,,wi
2107910,Januario_ThaisMaia,BRA,F,1993,,1858,,,wi
640514,L'Huillier_Helene,FRA,F,1987,,1858,,,wi
2006456,Liu_JennieS,USA,F,1993,,1858,,,wi
24671428,Lowke_Kathrin,GER,F,1990,,1858,,,
1122347,Mackiewicz_Anna,POL,F,1986,,1858,1788,1617,
12401846,Mai_ThienKimNgocDiep,VIE,F,1990,WFM,1858,,,wi
12803391,Mieliauskaite_Zivile,LTU,F,1987,,1858,,,wi
4400631,Mora_Monica,COL,F,1995,,1858,1859,1772,wi
4100190,Nikologorskaya_Tatiana,RUS,F,1993,,1858,,,wi
1270353,Plauth-Herr_Sabine,GER,F,1958,,1858,,,wi
16202643,Pracht_Alexandra,GER,F,1969,,1858,,,wi
4406168,Renteria_Manuela,COL,F,1997,,1858,1724,1720,wi
3519007,RiosCobo_Chabeli,CUB,F,1999,,1858,,,wi
3511596,RodriguezGuevara_CeliaM.,CPV,F,1988,,1858,1918,1875,
5019729,Sneha_Ghatpande,IND,F,1988,,1858,1850,,wi
2023822,Sobel_SimoneL,USA,F,1978,,1858,,,wi
14545594,Sutic_Mirjana,CRO,F,1971,,1858,1818,,wi
4502990,Tonso_Liina,EST,F,2001,,1858,1782,1751,
745227,Virag_Kinga,HUN,F,1993,,1858,,,wi
24190110,Antipina_Mariya,RUS,F,1989,,1857,1846,1933,wi
9002286,Arif_Fadoua,MAR,F,1991,WFM,1857,1961,,wi
3518604,ArruebarrenaBarrueta_Yasleny,CUB,F,1998,,1857,,1871,wi
14003406,Djoraeva_Govkher,TKM,F,1990,,1857,1855,,wi
4624548,Herbold_NoraMarina,GER,F,1991,,1857,,,wi
733687,Komlodi_Ivett,HUN,F,1989,,1857,,,wi
4454740,Lopez_KarolBibiana,COL,F,1991,,1857,,1838,wi
5101743,MejiaSalinas_LluviaAngelica,MEX,F,1991,WCM,1857,1854,1860,wi
12404012,Nguyen_XuanNhi,VIE,F,2001,,1857,1618,1660,wi
1413040,Nielsen_MarianneIzaura,DEN,F,1985,,1857,1821,,
4209982,Pavlogianni_Despina,GRE,F,1985,,1857,,,wi
12426512,Pham_NhuY,VIE,F,1994,,1857,,,
2112493,Prior_Marciane,BRA,F,1982,,1857,1858,,wi
1631217,Schmidbauer_Andrea,AUT,F,1973,,1857,1856,1837,wi
24148474,Serushova_Yulia,RUS,F,1990,,1857,,,wi
5022916,Shradha_Mohanan,IND,F,1990,,1857,,,wi
3901181,Silva_Maria,VEN,F,,,1857,1871,,wi
6305237,Suslu_Ozlem,TUR,F,1990,,1857,,,wi
1050036,Warnaar_Alisha,NED,F,2003,,1857,1842,1692,
6300286,Abdimanoglu_BesteBasak,TUR,F,1997,,1856,,,wi
16500245,Bacic_Kristina,MNE,F,1995,,1856,1812,1815,wi
4406338,Chavez_DianaMaria,COL,F,1994,,1856,1858,1859,
8608105,Fu_Yuting,CHN,F,1997,,1856,,1930,wi
2115263,Garcia_LauraFecchio,BRA,F,1988,,1856,,,wi
14511533,Glavas_Ana,CRO,F,1988,,1856,,,wi
14005913,Gubatayeva_Ayshe,TKM,F,2003,,1856,,1815,
24119628,Imeeva_Baira,RUS,F,1991,,1856,,,wi
14911396,Janosova_Kristina,SVK,F,1988,,1856,,,wi
5801001,Lo_YinLingMelissa,SGP,F,1994,WFM,1856,,,wi
12800660,Malisauskiene_Marina,LTU,F,1966,,1856,1869,1828,wi
14300877,Moodliar_Suvania,RSA,F,,,1856,,,wi
2268868,MunozPerez_Shaila,ESP,F,1985,,1856,,,wi
2910926,Naydenova_Yordanka,BUL,F,1990,,1856,,1843,wi
12402311,Nguyen_TruongBaoTran,VIE,F,1995,,1856,1906,1927,
4612779,Nobis_Martina,GER,F,1959,,1856,,,
4247663,Pasoglou_Ekaterini,GRE,F,2000,,1856,1599,1708,
4113314,Protsenko_Elina,RUS,F,1992,,1856,1840,1718,wi
24147826,Ptushkina_Alena,RUS,F,1991,,1856,,,
1215280,Sava_Gabriela-Liliana,ROU,F,1986,,1856,1887,1871,wi
4901096,Selenge_Maamkhuu,MGL,F,1986,,1856,,,wi
14004089,Shohradowa_Lala,TKM,F,2006,WFM,1856,1429,1534,
14110466,Shystarova_Anna,UKR,F,1988,,1856,1788,1761,wi
12987050,Stallknecht_Britta,GER,F,1998,,1856,,,wi
721018,Szalai_Renata,HUN,F,1996,,1856,1884,1896,
24150711,Zinovich_Dana,RUS,F,,,1856,,,wi
32009712,ZunigaArraras_Marina,ESP,F,1999,,1856,1564,1559,wi
14208440,Abdukarimova_Hilola,UZB,F,2000,,1855,1668,1778,
1207580,Anton_Ana-Roxana,ROU,F,1994,,1855,1791,1736,
5104599,AquinoFlores_AngelicaAm,MEX,F,1993,,1855,,,wi
13302400,Avoyan_Liana,ARM,F,1992,,1855,,,wi
24111236,Badzhieva_Giliana,RUS,F,1962,,1855,,1921,wi
24604755,Breder_Jana,GER,F,1987,,1855,,1835,wi
699560,Fevrier_Edwige,FRA,F,1992,,1855,1877,,
402591,Frostick_HelenM,ENG,F,1961,,1855,,1740,
16206169,Glinzner_Alva,GER,F,2004,,1855,,1851,
980277,Jankovic_Nevena,SRB,F,1989,,1855,,,wi
11601302,Jemeljanova_Irina,LAT,F,1985,,1855,1839,,wi
30949750,Kumar_Arya,USA,F,2004,,1855,,,
1170562,Lis_Marcelina,POL,F,1992,,1855,,,wi
4502124,Makarova_Kermen,EST,F,1992,,1855,1833,,wi
24164933,Malova_Anna,RUS,F,1997,,1855,1811,1750,wi
4414411,MejiaRodriguez_Yesica,COL,F,1993,,1855,1721,1777,
13705776,Muratova_Saltanat,KAZ,F,2000,,1855,1809,1831,
8502463,Oyewole_Tumininu,NGR,F,,,1855,,,wi
4405200,Panesso_Lina,COL,F,1992,WCM,1855,1899,1861,wi
25040529,RindhiyaV,IND,F,2004,,1855,1446,1345,
54162300,Sadova_Anastasia,RUS,F,2001,,1855,,,wi
4164369,Stoletova_Nadezhda,RUS,F,1995,,1855,,,wi
44184484,Tochilkina_Ekaterina,RUS,F,2006,,1855,1645,1716,
24155608,Troshina_Lyudmila,RUS,F,1963,,1855,1823,,wi
14204070,Tursunova_Shakhnoza,UZB,F,1997,,1855,1938,1904,wi
34130290,Vorobyova_Valeriya,RUS,F,2001,,1855,1843,1719,
24178870,Vronskaya_Anna,RUS,F,1998,,1855,,,wi
2090791,Zhou_Iris,USA,F,2004,WCM,1855,,,
34175889,Abakarova_Amina,RUS,F,1984,,1854,1687,1826,wi
25060856,ArushiKotwal,IND,F,2004,WCM,1854,1487,1439,
4180895,Bugorkova_Elena,RUS,F,1988,,1854,,,wi
4138449,Bylinkina_Anna,RUS,F,1996,,1854,,1848,wi
14606356,Cebela_Alenka,SLO,F,1963,,1854,,,wi
9900764,Dehigama_Ganga,SRI,F,1987,,1854,,,wi
6306616,Dincok_Berfu,TUR,F,1992,,1854,,,wi
4698240,Froehlich-Dill_Astrid,GER,F,1955,,1854,1842,1841,
12516864,GhavamMostafavi_Shadan,IRI,F,1995,,1854,,,wi
4127242,Gileva_Maria,RUS,F,1991,,1854,,,wi
4404629,Gomez_Esperanza,COL,F,1956,,1854,,,wi
12930709,Gressmann_Hanna,GER,F,1998,,1854,,,
14912600,Knaperekova_Emilia,SVK,F,1989,,1854,,,wi
4402758,Marin_MariaFernanda,COL,F,1990,,1854,,,wi
1214535,Pinter-Bartha_Agnes,HUN,F,1984,,1854,,,
24120480,Poida_Elena,RUS,F,1990,,1854,,,wi
24147915,Pyatkova_Tatiana,RUS,F,1994,,1854,,,wi
602647,Pytel_Bozena,FRA,F,1945,WIM,1854,1877,1868,wi
5030030,Shristi_J.Shetty,IND,F,1994,,1854,,1934,wi
3811441,SolisChimoy_Blanca,PER,F,2000,WFM,1854,,1579,wi
14122308,Tsirulnik_Anna,UKR,F,1989,,1854,1830,1881,
8607699,Xu_Chao,CHN,F,1990,,1854,,,
1128035,Zdziarska-Zareba_Lidia,POL,F,1988,,1854,1837,1668,
24278670,Zhapova_Yana,RUS,F,2008,,1854,1632,1695,
3514153,BatistaTerrero_SoniaRosa,CUB,F,1966,,1853,,,wi
939269,Brajic_Milija,SRB,F,1981,,1853,,,wi
14605163,Butolen_Vanja,SLO,F,1986,,1853,,,wi
8610274,Dong_Nanxi,CHN,F,,,1853,,,wi
2128586,Dull_AmandaPaul,BRA,F,1994,,1853,1763,1761,
2124521,Fonseca_CarolinaRodrigues,BRA,F,1993,,1853,,,wi
24667102,Franzenburg_Maria,GER,F,1990,,1853,,,
1130749,Krzywda_Malgorzata,POL,F,1984,,1853,,1893,wi
620041,Leclair_Marie,FRA,F,1980,,1853,,,wi
950882,Madzgalj_Jovana,SRB,F,1994,,1853,,,wi
410926,McLaverty_ClaireE,ENG,F,1975,,1853,1972,,wi
12404080,Nguyen_ThiMinhOanh,VIE,F,1999,WFM,1853,1801,1825,
1134841,Ogonowska_Katarzyna,POL,F,1991,,1853,1774,,
938831,Petrovic_Tamara,SRB,F,1998,,1853,1720,1720,
14402882,Plivcevic_Ivana,BIH,F,1987,,1853,,,wi
9002146,Rania_Sbai,MAR,F,1994,WIM,1853,1788,1769,wi
3514595,RodriguezPerez_Roxana,CUB,F,1996,,1853,,,wi
436690,Sheikh_Anum,ENG,F,2006,WCM,1853,1709,1610,
4169930,Sigal-Passeck_Sofia,ISR,F,1999,,1853,1897,1895,wi
2123940,Silva_CarolinaAlves,BRA,F,1994,,1853,,,wi
1137573,Skupinska_Anna,POL,F,1988,,1853,,,wi
4127501,Slabunova_Anna,RUS,F,1992,,1853,,,wi
4199154,Solomonova_Nadegda,RUS,F,1997,,1853,1864,,wi
4686292,Specht_Maria,GER,F,1968,,1853,,,
4208803,Toumpeli_Zoi,GRE,F,1982,,1853,,,wi
5026717,VaishnaviK,IND,F,1990,,1853,,,wi
20610017,Vinckier_Delphine,FRA,F,1991,,1853,,,wi
24192104,Yarisko_Arina,RUS,F,1998,,1853,1805,1799,wi
678090,Alonso_Audrey,FRA,F,1994,,1852,,,wi
9200363,Asma_Alaref,LBA,F,,,1852,,,wi
939641,Cabarkapa_Maja,MNE,F,1988,,1852,,,wi
3516849,DeBernardRodriguez_Cindy,CUB,F,1992,,1852,,,wi
14301334,DeWaal_Ingrid,RSA,F,1990,,1852,,,wi
1500163,Forsa_Elise,NOR,F,1994,,1852,1811,1817,wi
45149194,Hoang_ThiVui,FRA,F,1983,,1852,,1691,
4633911,Kaube_Sylvia,GER,F,1975,,1852,,,wi
688169,Mamah_Isabelle,FRA,F,1975,,1852,1772,,
2270030,MartinezSanchez_Carmen,ESP,F,1987,,1852,,1895,wi
2280477,MorenoMartinez_Laura,ESP,F,1989,,1852,,,
14210363,Omonova_Umida,UZB,F,2006,WFM,1852,1736,1733,
34567615,Oz_IremEzra,TUR,F,2006,,1852,,,wi
5206227,Palomo_JennyRose,PHI,F,1989,,1852,,,wi
12938270,Papadopoulou_Soultana,GER,F,1987,,1852,,,wi
13601687,Parjiani_Tekla,GEO,F,1995,,1852,,,wi
2272830,PegalajarCuellar_AnaBelen,ESP,F,1987,,1852,,,wi
5108900,SolisLuna_KarlaTeresa,MEX,F,1991,,1852,,,wi
1138030,Swieszek_Daria,POL,F,1989,,1852,,,wi
24193143,Toroshina_Muza,RUS,F,1994,,1852,,,wi
4408810,Varela_MariadelosAngeles,COL,F,2001,,1852,1784,1849,wi
3526291,VieitesSantana_DanielaInes,CUB,F,2003,,1852,,,
663670,Weigel_Marie,FRA,F,1990,,1852,,,wi
34166448,Zaitseva_Lyudmila,RUS,F,2003,WFM,1852,1898,1804,
1181459,Zajkowska_Agata,POL,F,1989,,1852,,,wi
24118036,Zapankova_Galina,RUS,F,1991,,1852,,,wi
5120187,BenitezLozano_Karla,MEX,F,1998,,1851,1640,1672,
34111538,Budnikova_Varvara,RUS,F,2002,,1851,1894,1783,
24152560,Dudysheva_Yuliya,RUS,F,1996,,1851,,,wi
12508683,Esmaeili_Sanaz,IRI,F,,,1851,1669,1663,
12807303,Gaizauskaite_Ginte,LTU,F,1997,,1851,1773,1803,
4613236,Heyne_Regina,GER,F,1985,,1851,1839,1842,
24189650,Kiseleva_Olga,RUS,F,1997,,1851,1753,1811,wi
14128772,Konopatska_Oleksandra,UKR,F,1998,,1851,1783,1679,wi
5028574,Malti_Vhetwar,IND,F,1979,,1851,,,wi
1616161,Nagy_Laura,AUT,F,1967,,1851,,1797,
302821,Palkova_Hana,CZE,F,1961,,1851,1852,1807,
16211138,Peglau_Mirjam,GER,F,2005,,1851,1749,,
1215515,Persu_Mihaela,ROU,F,1985,,1851,,,wi
837245,Proietti_Tosca,ITA,F,1979,,1851,1802,,
12957615,Rosenhain_Rachela,GER,F,2002,,1851,,,wi
24174831,Sayafarova_Anna,RUS,F,1998,,1851,1763,1789,
1138502,Szultka_Agata,POL,F,1992,,1851,1748,1646,wi
14116375,Trofimova_Anastasiy,UKR,F,1979,,1851,1843,1834,wi
5112460,VillalobosChaparro_Andre,MEX,F,1994,,1851,,,wi
4101006,Vybornova_Anna,RUS,F,1991,,1851,,,wi
13402927,Zeynalova_Hokuma,AZE,F,1991,,1851,,1854,wi
3531414,AluartObregon_CynthiaDeLaCar,CUB,F,1998,,1850,,,wi
6309356,Arig_Busra,TUR,F,1993,,1850,,1813,wi
24692212,Berger_Nadja,GER,F,1996,,1850,,,wi
1130404,Dawidczyk_Alina,POL,F,1986,,1850,,,wi
864978,DeSomma_Annarita,ITA,F,1996,,1850,,,wi
604208,Dieuleveut_Floriane,FRA,F,1997,,1850,1747,,
24191280,Dolgusheva_Dayana,RUS,F,1995,,1850,,,wi
14126850,Gnidash_Natalia,UKR,F,1990,,1850,,,wi
3513637,HernandezGonzalez_Claudia,CUB,F,1991,,1850,,,wi
1504401,Holen_Line,NOR,F,1989,,1850,,,wi
2908301,Hristova_Hristina,BUL,F,1989,,1850,,,wi
12964476,Koenze_Heike,GER,F,2002,,1850,,,
34128252,Kovaleva_Ekaterina,RUS,F,2001,,1850,1892,1746,
11601795,Kurbanova_Dinara,LAT,F,1989,,1850,,,wi
6701213,Lopez_ErikaEsmeralda,ESA,F,1992,,1850,,,wi
2264595,MartinezHernandez_Noemi,ESP,F,1982,,1850,1823,1849,
4654749,Marx_Inga,GER,F,1995,,1850,,,wi
4229347,Mastrakouli_Evagelia,GRE,F,2000,,1850,1676,1495,wi
895091,Pizzicotti_Virginia,ITA,F,2000,,1850,1784,,wi
13100394,Ravelomanana_Sabine,MAD,F,1988,WFM,1850,1802,,
12996467,Schott_Maria,GER,F,2000,,1850,,1761,
4900510,Serjmyadag_Damdin,MGL,F,1951,,1850,2008,1928,
34111333,Shkalikova_Marina,RUS,F,2000,,1850,1773,1853,wi
5026628,Shruthi_K.,IND,F,1991,,1850,,,wi
11602767,Somova_Tatjana,LAT,F,1988,,1850,,,wi
723444,Szoukup_Helga,HUN,F,1978,,1850,,,wi
715760,Valyi_BlankaBorbala,HUN,F,1999,,1850,,,
4648145,Vollstaedt-Klein_Sabine_Dr.,GER,F,1973,,1850,,,wi
4000730,Bakalarz_Grazyna,LUX,F,1964,WFM,1849,1877,,
1802240,Camp_ImogenAL,WLS,F,2001,WCM,1849,1720,1818,
30906687,Chin_Angelica,USA,F,2002,WCM,1849,,,
2022923,Cottrell_Kelly,USA,F,1978,,1849,,,wi
1271853,Doepper_AnnaBerenice,GER,F,1999,,1849,,,
704725,Finta_Erzsebet,HUN,F,1936,,1849,,,
24173827,Grekhneva_Yana,RUS,F,2000,,1849,1811,1651,
4142675,Kabanova_Irina,RUS,F,1945,,1849,1842,1794,
4100182,Kiseleva_Maria,RUS,F,1994,,1849,,,wi
4194519,Kvirikashvili_Sofiko,RUS,F,1992,,1849,,,wi
12998958,Loebel_Petra,GER,F,1975,,1849,1914,,wi
4149270,Lunkina_Yulia,RUS,F,1939,WFM,1849,1727,1707,wi
3520447,RamirezBorges_ElienyYuliet,CUB,F,1999,,1849,,,wi
371998,Richterova_Julie,CZE,F,2003,,1849,1663,,
25005600,TanishkaKotia,IND,F,2003,WFM,1849,1608,1411,
1131109,Tyda_Beata,POL,F,1988,,1849,,,wi
5039673,VaishnaviJ,IND,F,1995,,1849,,,wi
1181408,Zadlo_Anna,POL,F,1993,,1849,1836,,wi
4608941,Zahn_Nicol,GER,F,1967,,1849,,,
24215198,Zakharova_Tatyana,RUS,F,2001,,1849,1711,1711,
2142171,Bail_EllenLarissa,BRA,F,1999,,1848,1698,1839,
14609835,Dobrovoljc_Andreja,SLO,F,1997,,1848,1772,1691,wi
6704743,Herrera_Marjorie,ESA,F,2001,WCM,1848,1539,1465,
13800523,Kim_Valeria,KGZ,F,1991,,1848,,,wi
2124220,Kleine_BrunaFernanda,BRA,F,1994,,1848,1859,,wi
337439,Kordinova_Monika,CZE,F,1982,,1848,,,wi
12501433,Lotfi_Aylar,IRI,F,1992,,1848,1878,1826,wi
13509748,Lukjanenko_Anastasija,BLR,F,,,1848,,,wi
14527731,Mance_Romana,CRO,F,1985,,1848,1803,,wi
5025249,Ramya_S.,IND,F,1988,,1848,,,wi
1017225,Schoonman_Merel,NED,F,1988,,1848,,,wi
24178845,Sedina_Alina,RUS,F,1998,,1848,1848,,wi
4223322,Tsarouha_Marianthi,GRE,F,1994,,1848,,1791,wi
14700212,Umarova_Shahnoza,TJK,F,1992,,1848,,,wi
24153826,Zakharova_Evgenia,RUS,F,1996,,1848,1912,1830,
34143111,Zdanevich_N.,RUS,F,1955,,1848,,1888,wi
7902751,Aouachria_Marwa,FRA,F,1999,CM,1847,1477,1350,
8614318,Cai_Boheng,CHN,F,2005,WFM,1847,1651,1632,
5037840,Dhara_Gupta,IND,F,1991,,1847,,,wi
14124700,Dvornitskaja_Elena,UKR,F,1998,,1847,1858,1886,wi
24137570,Egorova_NatalieE.,RUS,F,1967,,1847,,,wi
20604122,Fancelli_Sophie,FRA,F,1976,,1847,1716,1818,
7101325,Febriana_NitaNurmala,INA,F,1992,,1847,1816,,
13506048,Ivanova_Olga,BLR,F,1993,,1847,1878,1729,wi
1724584,Johansson_Eva,SWE,F,1955,,1847,1799,1819,
12931616,Kaden_Romy,GER,F,1995,,1847,,,
2919150,Karaivanova_Petya,BUL,F,2007,,1847,1450,1548,
4901053,Khishigbayar_Mijgee,MGL,F,1964,,1847,1782,,wi
14201631,Kutibaeva_Sh.,UZB,F,1981,,1847,,,wi
951307,Macet_Jelena,SRB,F,1984,,1847,,,
32028814,MartinDinares_Sonia,ESP,F,1995,,1847,,1787,
12407186,Nguyen_ThiNhac,VIE,F,1995,,1847,,,wi
4406362,PenaNieto_AnaMarcela,COL,F,1985,WCM,1847,,1888,wi
2057590,Poteat_LiliaM,USA,F,1997,,1847,1846,,wi
5044510,Preetika_Tayal,IND,F,1993,,1847,,1804,wi
24178829,Rybakova_Polina,RUS,F,1998,,1847,1779,1661,wi
1205498,Sariteanu_Sabina,ROU,F,1981,WFM,1847,1804,1831,wi
24655821,Schaetz_Bianca,GER,F,1995,,1847,,,wi
734152,Szekely_Anna,HUN,F,1990,,1847,,,wi
5048958,Arunima_Kalra,IND,F,1995,,1846,,,wi
24100293,Astafieva_Ksenia,RUS,F,1987,,1846,,,wi
6507395,CastilloMorales_Thais,CRC,F,1999,WIM,1846,1867,1709,
34505792,Celik_Eylul,TUR,F,2003,WFM,1846,,,
3803520,Cornejo_Natalia,PER,F,1992,,1846,,,wi
2292017,DiazDiaz_Herena,ESP,F,1992,,1846,,,wi
20642369,Dubois_Emmanuelle,FRA,F,1992,,1846,1776,,
12953130,Ehmann_Johanna,GER,F,2002,,1846,1850,1809,
5300886,ElBaba_Rawan,LBN,F,,,1846,,,wi
24685305,Engl_Eva,GER,F,1983,,1846,,,wi
34142182,Fakhritdinova_Elvina,RUS,F,2001,,1846,1507,1371,
807583,Fittante_Giuliana,ITA,F,1951,FM,1846,,,wi
11603291,Gravite_Julija,LAT,F,1993,,1846,1858,,wi
12400165,Ho_ThiMinhHien,VIE,F,1986,,1846,,,wi
24117790,Khungueva_Lyubov,RUS,F,1987,,1846,,,wi
6500714,LowskyPorras_Sofia,CRC,F,1988,,1846,,,wi
24109398,Luchkina_Aleksandra,RUS,F,1995,,1846,,,wi
1517813,Lund_ElinTeresaStensrud,NOR,F,1974,,1846,,,wi
12594415,Mahdavi_Mahdis,IRI,F,2002,,1846,1776,1639,
1131214,Palczak_Aleksandra,POL,F,1990,,1846,,,wi
14119536,Ponyatyshyna_Natalia,UKR,F,1979,,1846,1739,1752,wi
30942926,Prasanna_Gracy,USA,F,2005,,1846,,,
332305,Sabolova_Kristyna,CZE,F,1995,,1846,1936,1733,wi
24109576,Smirnova_Nina,RUS,F,1994,,1846,1856,,wi
13710419,Sultanbek_Zeinep,KAZ,F,2004,WCM,1846,1797,1852,
12403415,Tran_ThiMongThu,VIE,F,1996,,1846,1874,1914,
2090244,Young_Vanita,USA,F,1993,,1846,,,wi
13716158,Abdildayeva_Laura,KAZ,F,2005,,1845,1706,1701,
6502938,AcevedoMendez_Lisseth,ISL,F,1993,WIM,1845,1826,1774,
20695896,Arokiassamy_Cecile,FRA,F,1968,,1845,,,wi
3517969,BatistaRivera_Idalis,CUB,F,1999,,1845,,,
32073623,BermudezRevuelta_Paula,ESP,F,2003,,1845,1616,1825,
